customer_id,State,account_length,location_code,Phone Number,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,service quality,priority customer level,total data usage,network coverage,total messages usage,Churn
425653,AL,85,408, 386-6411, no, yes,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,6,2,46,257,406, False.
425654,OK,86,510, 397-3746, yes, no,0,162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,2,3.08,2,2,1,7,275,147, True.
425655,MS,78,415, 410-5236, no, yes,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,8,1,38,726,390, False.
425656,MD,106,415, 409-2412, no, no,0,208.3,89,35.41,169.4,67,14.4,102,90,4.59,15.9,4,4.29,3,6,3,5,976,319, False.
425657,NE,147,415, 400-7280, no, yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,4,2,57,617,261, False.
425658,AR,145,415, 332-5820, no, no,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,0,1,7,166,347, True.
425659,IL,91,415, 373-4483, no, no,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,8,1,47,802,355, False.
425660,IN,81,408, 347-6717, no, yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,6,3,52,819,650, False.
425661,UT,116,415, 380-2929, no, yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,8,2,4,644,122, False.
425662,LA,69,415, 420-7692, no, yes,37,155,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,8,1,38,988,122, False.
425663,ID,135,510, 380-6437, no, no,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,0,3,26,316,410, False.
425664,KY,73,510, 377-8309, no, no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,8,1,56,479,375, False.
425665,MI,48,415, 407-2718, no, no,0,240,88,40.8,141,117,11.99,128.9,137,5.8,7.1,9,1.92,1,8,2,24,223,493, False.
425666,NH,125,415, 357-1938, yes, no,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,0,1,7,478,186, True.
425667,WV,100,415, 381-3735, no, no,0,166,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,8,1,42,143,578, False.
425668,OR,165,415, 409-8453, no, yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32,0,0,2,58,647,345, False.
425669,SD,64,415, 395-6758, no, no,0,174.5,98,29.67,180.2,103,15.32,179,89,8.06,10.7,2,2.89,2,5,3,50,205,205, False.
425670,MD,116,510, 399-5424, yes, yes,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,6,1,36,154,680, False.
425671,ND,147,408, 409-4671, yes, yes,35,157.5,109,26.78,189.6,67,16.12,227,76,10.22,11.1,2,3,3,0,1,7,369,125, True.
425672,TN,115,415, 374-6525, no, no,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11,7,2.97,1,4,1,23,683,582, False.
425673,MO,84,415, 406-8665, no, yes,35,207.5,138,35.28,201,116,17.09,164.5,107,7.4,7.5,16,2.03,4,7,2,45,578,373, False.
425674,IL,86,510, 342-7716, no, yes,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,9,1,34,340,226, False.
425675,UT,134,415, 417-2221, no, no,0,258.8,85,44,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2,8,2,38,222,370, False.
425676,MI,105,415, 376-5213, no, no,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,0,1,2,112,315, True.
425677,AR,88,408, 348-7448, no, no,0,152.9,119,25.99,171.2,107,14.55,257,106,11.57,12,5,3.24,2,5,1,9,331,556, False.
425678,TX,90,408, 328-8179, no, yes,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,9,3,69,112,245, False.
425679,AK,86,408, 389-4602, no, no,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,8,2,60,571,368, False.
425680,TN,37,415, 413-2238, no, no,0,221,126,37.57,204.5,110,17.38,118,98,5.31,6.8,3,1.84,4,8,3,58,263,251, False.
425681,NH,141,415, 402-3370, no, yes,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,0,1,4,425,312, True.
425682,NM,148,408, 348-6008, no, no,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,9,3,17,584,390, False.
425683,MN,163,408, 371-5655, no, yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,4,2,23,673,509, False.
425684,IA,89,415, 374-5224, no, yes,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,4,2,44,261,587, False.
425685,RI,63,415, 371-1187, no, no,0,180.5,126,30.69,230,98,19.55,232.5,73,10.46,10.6,3,2.86,0,0,1,42,540,517, False.
425686,AL,102,415, 337-1100, no, no,0,123.1,106,20.93,182,102,15.47,244.6,75,11.01,12.6,7,3.4,2,4,3,44,475,681, False.
425687,NC,76,510, 421-8141, no, no,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10,4,2.7,1,6,1,36,905,255, False.
425688,SD,104,408, 406-2678, no, no,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6,6,1.62,2,4,2,30,243,227, False.
425689,MT,109,510, 415-9649, no, no,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,4,3,13,266,389, False.
425690,HI,105,510, 364-8128, no, no,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,6,1,14,320,519, False.
425691,MT,63,415, 356-7817, no, yes,33,184.2,111,31.31,312.6,89,26.57,264,55,11.88,12.2,4,3.29,1,7,1,11,243,455, False.
425692,KY,105,415, 404-6357, no, yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,5,2,13,143,271, False.
425693,DC,68,415, 398-2138, yes, yes,39,142,140,24.14,241.6,89,20.54,302,72,13.59,11.3,5,3.05,1,7,3,12,643,616, False.
425694,CO,63,408, 378-8029, yes, yes,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10,4,2.7,1,6,3,58,275,201, False.
425695,MI,74,415, 386-4215, no, no,0,124.8,114,21.22,133,121,11.31,160.3,85,7.21,10.6,7,2.86,3,5,2,56,470,517, False.
425696,AL,76,415, 367-8156, no, no,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,0,2,5,477,145, False.
425697,KS,91,408, 382-8079, yes, no,0,246.4,110,41.89,182,98,15.47,157.6,106,7.09,12.1,2,3.27,2,2,1,5,122,193, True.
425698,NC,101,415, 354-2985, no, no,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,9,1,8,782,162, False.
425699,SC,116,408, 373-6922, no, no,0,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,0,1,3,307,293, True.
425700,CO,131,415, 397-7125, no, yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,5,3,11,518,700, False.
425701,MN,84,415, 333-6296, no, no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,8,1,18,348,491, False.
425702,WY,104,415, 365-6022, no, no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,7,1,53,303,577, False.
425703,FL,108,510, 365-1688, no, no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,8,3,69,507,409, False.
425704,NY,111,415, 382-4872, no, no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,0,3,6,593,632, False.
425705,OK,155,408, 367-6136, no, yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,7,1,37,183,240, False.
425706,ME,66,510, 404-3592, no, no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,9,3,15,344,586, False.
425707,NE,64,510, 415-2949, no, no,0,219.2,73,37.26,167,65,14.2,161.4,119,7.26,10,5,2.7,1,9,1,51,489,601, False.
425708,OH,69,415, 375-8880, no, no,0,227,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,6,1,60,418,584, False.
425709,CT,116,415, 335-6832, no, no,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,8,1,24,757,299, False.
425710,DC,101,415, 361-8367, no, no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,0,2,46,634,548, False.
425711,OK,15,415, 408-2002, no, no,0,121.1,130,20.59,216,86,18.36,235.1,33,10.58,16.1,5,4.35,2,9,2,66,451,492, False.
425712,NJ,88,415, 347-8659, no, no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,0,1,1,252,396, True.
425713,IA,197,415, 376-2922, no, no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,0,2,20,808,445, False.
425714,VA,50,415, 382-2182, yes, no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,0,1,7,389,305, True.
425715,VA,172,510, 408-2089, no, no,0,169.8,123,28.87,183.1,94,15.56,395,72,17.77,12.7,7,3.43,2,5,3,57,163,436, False.
425716,NM,188,415, 369-6890, yes, yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,0,1,9,273,224, True.
425717,FL,85,408, 347-2951, yes, no,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,6,3,67,700,476, False.
425718,RI,103,510, 420-6324, yes, no,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,0,1,6,479,167, True.
425719,NJ,136,408, 402-7650, no, yes,27,187.7,84,31.91,221,147,18.79,145.7,110,6.56,10,4,2.7,3,4,3,18,866,133, False.
425720,NE,155,408, 391-2702, no, yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,0,1,22,781,258, False.
425721,WV,145,415, 383-3375, no, no,0,129.4,97,22,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,5,3,38,414,203, False.
425722,WY,116,510, 392-2733, no, yes,12,221,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43,2,7,1,55,813,182, False.
425723,SC,152,408, 397-9933, no, no,0,140.5,92,23.89,186.8,96,15.88,227,89,10.22,9.5,5,2.57,2,7,3,69,165,469, False.
425724,MS,65,415, 383-9306, yes, no,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,0,1,8,404,259, True.
425725,ND,180,415, 369-1929, no, no,0,224.9,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81,3,0,1,6,455,196, True.
425726,IL,67,415, 369-4377, no, no,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,0,3,34,726,597, False.
425727,OR,60,415, 366-9430, no, no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,0,3,43,302,394, False.
425728,UT,138,510, 353-7407, no, no,0,205.9,96,35,257.1,94,21.85,209,63,9.4,12.1,8,3.27,0,0,3,6,557,644, False.
425729,IA,44,415, 359-7426, no, no,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,0,1,3,494,196, True.
425730,ME,25,510, 332-7391, no, no,0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2,8,1,63,333,236, False.
425731,WY,145,408, 405-6559, no, no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,9,2,40,925,340, False.
425732,WI,122,510, 338-8784, no, yes,28,166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,6,3,45,784,669, False.
425733,SC,121,415, 415-6347, no, no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,0,1,8,218,266, True.
425734,DC,55,510, 354-5058, yes, no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,0,3,3,968,654, False.
425735,CT,77,415, 342-5701, no, no,0,221.8,84,37.71,166,125,14.11,210.2,72,9.46,13.2,4,3.56,1,8,1,69,903,299, False.
425736,OR,12,415, 378-4179, no, no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,7,2,59,995,639, False.
425737,OR,64,510, 407-6391, no, no,0,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81,3,8,2,30,863,415, False.
425738,NV,92,415, 404-3105, no, yes,44,152,95,25.84,274.9,73,23.37,162.4,121,7.31,10,1,2.7,2,4,2,5,434,640, False.
425739,MN,125,415, 390-9735, yes, yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,1,0,1,2,385,330, True.
425740,OK,160,408, 350-4820, no, no,0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7,1,5,1,1,661,503, False.
425741,KS,79,415, 383-8807, no, no,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,0,2,50,262,420, False.
425742,RI,36,415, 366-8382, no, no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7,7,1.89,3,7,3,16,596,229, False.
425743,DC,102,415, 402-9704, no, no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,7,3,41,957,449, False.
425744,IL,138,408, 405-2209, yes, no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,4,1,7,703,131, False.
425745,UT,164,510, 397-3939, no, no,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,4,1,7,291,265, False.
425746,MN,125,415, 343-2689, no, no,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,0,1,7,100,332, True.
425747,WI,72,408, 383-9448, no, no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,9,2,42,854,646, False.
425748,MI,74,415, 359-6232, no, no,0,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32,3,2,1,5,196,370, True.
425749,MI,134,415, 369-9772, no, yes,41,162,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,0,2,48,996,433, False.
425750,MA,145,415, 381-7003, no, no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,9,3,24,386,124, False.
425751,AL,136,510, 352-6732, no, no,0,109.4,91,18.6,207.5,111,17.64,135,107,6.08,11.6,5,3.13,0,0,1,62,452,469, False.
425752,SC,209,510, 388-7540, no, no,0,255.1,124,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3,3,0,1,2,288,361, True.
425753,WI,66,415, 356-3333, yes, no,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,9,3,26,722,269, False.
425754,VT,152,510, 333-9664, no, yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,9,3,1,728,699, False.
425755,CT,162,408, 363-3763, no, no,0,49.2,121,8.36,143.9,136,12.23,203,97,9.14,12.1,13,3.27,1,4,1,50,963,451, False.
425756,OR,72,510, 345-7900, no, no,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,6,3,1,141,173, False.
425757,HI,101,415, 400-5511, no, no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,8,3,38,117,164, False.
425758,WV,125,415, 381-7597, no, no,0,206,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,0,2,36,755,267, False.
425759,RI,46,408, 404-9775, no, no,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9,2,2.43,2,8,3,18,963,353, False.
425760,MI,132,408, 389-4608, no, no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,2,1,5,110,217, True.
425761,ME,193,415, 403-1742, no, yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7,11.7,3,3.16,0,0,1,41,569,153, False.
425762,WV,63,510, 328-9797, no, no,0,261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97,0,0,1,3,482,372, True.
425763,NE,124,510, 359-9223, no, no,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10,3,2.7,1,8,2,54,442,322, False.
425764,DC,144,415, 336-7696, no, no,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,0,2,58,483,607, False.
425765,NH,116,408, 369-2214, no, yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6,3,1.62,2,6,3,4,633,350, False.
425766,MD,189,415, 411-1325, no, yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,8,3,30,548,674, False.
425767,NH,97,408, 410-7553, no, yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,7,1,41,314,301, False.
425768,WV,137,510, 376-4284, no, yes,50,186.5,94,31.71,178,106,15.13,215.6,100,9.7,12.1,4,3.27,2,4,1,41,989,620, False.
425769,IL,142,415, 334-2800, no, yes,38,163.3,104,27.76,136,114,11.56,249.1,127,11.21,4.3,6,1.16,0,0,1,65,313,376, False.
425770,OK,84,510, 369-1904, no, no,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,8,2,51,358,692, False.
425771,NH,119,415, 359-3833, no, yes,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10,6,2.7,1,9,3,17,795,255, False.
425772,MI,158,415, 348-5569, no, no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,8,3,53,625,425, False.
425773,ND,50,415, 342-1960, no, no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,9,1,16,876,203, False.
425774,LA,98,408, 352-9050, no, no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,4,2,51,602,476, False.
425775,HI,101,415, 390-5316, no, yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13,9,3.51,2,4,2,13,668,402, False.
425776,NJ,182,415, 418-8568, no, no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,0,1,9,489,262, True.
425777,WV,51,408, 401-4844, no, no,0,169.3,111,28.78,139.5,69,11.86,197,87,8.87,12,3,3.24,0,0,1,66,345,155, False.
425778,NC,117,510, 376-5471, no, no,0,214.4,94,36.45,138,149,11.73,148.7,102,6.69,9.9,1,2.67,2,9,1,9,949,236, False.
425779,PA,92,415, 409-2917, yes, no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,0,1,53,702,266, False.
425780,MI,86,408, 369-6308, no, no,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,9,2,55,107,534, False.
425781,WY,122,415, 357-7385, no, no,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,7,1,35,276,145, False.
425782,NJ,156,408, 405-7119, no, yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4,1,8,3,9,803,604, False.
425783,NJ,127,510, 405-3309, no, no,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,0,1,1,210,298, True.
425784,NC,130,408, 384-4938, yes, no,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,2,1,9,460,149, True.
425785,NM,158,408, 377-2725, no, no,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0,0,0,2,7,2,33,370,198, False.
425786,MS,145,510, 405-6398, yes, yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3,1,6,1,48,401,408, False.
425787,TX,90,415, 355-9366, yes, yes,26,169,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,0,1,3,239,402, True.
425788,OK,127,510, 403-1128, no, yes,27,2.6,113,0.44,254,102,21.59,242.7,156,10.92,9.2,5,2.48,3,4,1,3,940,370, False.
425789,ID,109,415, 384-9682, no, no,0,184.1,143,31.3,211.7,105,17.99,243,116,10.93,9.9,2,2.67,1,7,3,44,731,619, False.
425790,AL,88,415, 352-5393, no, no,0,181.9,90,30.92,151.5,87,12.88,143,100,6.44,7.5,3,2.03,1,7,2,24,274,306, False.
425791,WY,101,510, 395-1229, no, yes,9,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92,0,0,1,59,189,504, False.
425792,HI,171,510, 361-9195, no, no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0,3,42,766,347, False.
425793,VA,21,415, 351-6366, no, no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,9,1,56,410,447, False.
425794,WV,145,408, 346-4919, no, yes,31,216,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,8,2,59,558,182, False.
425795,DE,90,415, 354-9068, no, no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8,7,2.16,2,8,2,17,947,482, False.
425796,CA,33,408, 369-2743, no, no,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,4,2,37,498,611, False.
425797,PA,61,408, 343-1347, no, yes,40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,0,1,1,308,338, True.
425798,CO,107,415, 336-5495, no, no,0,204.5,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62,3,9,3,25,655,593, False.
425799,MD,147,408, 376-4292, no, no,0,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,0,1,6,310,296, True.
425800,AL,117,510, 391-8677, no, no,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,7,3,21,946,482, False.
425801,AL,95,415, 350-7273, no, no,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,9,1,6,992,650, False.
425802,KS,186,510, 400-6454, no, no,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,8,3,18,341,506, False.
425803,MI,128,415, 422-3052, no, no,0,179.4,94,30.5,270.4,92,22.98,191,88,8.59,7.9,4,2.13,0,0,3,5,926,319, False.
425804,AK,55,408, 365-6756, no, yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,8,3,46,197,166, False.
425805,OH,134,415, 406-4158, no, no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,6,2,13,852,415, False.
425806,IN,96,415, 383-4641, no, yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,9,3,34,958,277, False.
425807,SC,107,415, 368-5165, no, no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,0,2,53,599,373, False.
425808,KS,123,415, 378-2432, no, no,0,140,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,5,3,8,156,600, False.
425809,OK,35,415, 362-4159, no, no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,6,1,3,302,374, False.
425810,WI,74,408, 363-7979, no, no,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12,3,3.24,0,0,1,36,758,530, False.
425811,IN,130,408, 334-9818, no, no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,5,2,56,342,319, False.
425812,IL,137,408, 352-5787, yes, no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,0,1,3,222,321, True.
425813,TN,88,415, 332-3617, no, no,0,181.5,116,30.86,187,119,15.9,220.3,96,9.91,10.5,7,2.84,1,5,3,15,760,448, False.
425814,DC,80,408, 327-9957, no, no,0,51.5,90,8.76,164,98,13.94,169.4,80,7.62,9.5,4,2.57,3,4,2,38,612,415, False.
425815,NC,116,408, 338-7527, no, yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,9,2,49,302,658, False.
425816,RI,123,510, 348-8711, no, yes,23,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02,2,5,1,30,446,188, False.
425817,MS,120,415, 421-3226, no, no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,8,3,60,731,580, False.
425818,VA,146,415, 391-4358, yes, no,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,8,1,22,516,601, False.
425819,KY,106,510, 379-2523, no, yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,9,1,44,128,172, False.
425820,NV,121,408, 419-2369, no, yes,44,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,1,8,3,9,646,682, False.
425821,WI,137,510, 382-1227, no, no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,4,3,32,465,613, False.
425822,NH,84,408, 409-5749, no, yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,9,3,59,532,703, False.
425823,NE,67,510, 362-7951, no, yes,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,8,3,65,690,612, False.
425824,WI,161,408, 415-3537, no, no,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,2,1,9,297,303, True.
425825,NJ,134,510, 373-3959, no, yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,0,1,8,304,393, True.
425826,ME,62,415, 358-1346, yes, yes,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,0,1,6,285,281, True.
425827,WY,120,415, 381-8422, no, yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9,13,2.43,1,7,3,69,104,270, False.
425828,IN,130,408, 360-9005, no, yes,30,185,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2,0,0,1,59,902,242, False.
425829,WI,20,408, 344-5967, no, no,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,4,1,39,372,299, False.
425830,VT,68,415, 396-6390, no, no,0,158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78,1,4,3,58,375,346, False.
425831,CA,112,415, 346-5036, no, no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,0,1,46,297,631, False.
425832,IN,77,408, 328-7252, no, no,0,185.9,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05,3,7,3,6,213,655, False.
425833,SC,109,415, 360-1745, no, no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9,3,2.43,2,7,2,42,758,610, False.
